what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1493043081438
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1493049993586
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1493049993615
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1493049995467
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1493050752678
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1493050752701
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1493050754470
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1493050861111
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1493051278306
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1493051280290
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1493051281614
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1493051281799
started,bundle,org.eclipse.mylyn.java.ui,3.2.3.v20100217-0100-e3x,"org.eclipse.mylyn.java.ui",1493051287660
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1493051287952
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1493051290282
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1493051295676
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.text.contentAssist.proposals",1493051297072
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1493051319516
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1493051331388
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1493051350400
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1493051358485
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1493051359535
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.wordNext",1493051364102
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1493051370530
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1493051375521
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1493051376700
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1493051377059
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1493051379697
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1493051381892
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1493051382332
